metabolite,A002,A004,A006,A007,A011,A012,A014,A015,A016,A018,A020,A022,A024,A025,A026,A028,A030,A031,A032,A033,A035,A036,A040,A041,A042,A044,A045,A047,A050,A051,A052,A056,A057,A060,A061,A062,A063
Glutarate,0.054393464,0.0176412,0.066293004,0.017296429,0.005330225,0.013430774,0.043845513,0.012447805,0.027913031,0.032820903,0.011694837,0.107997104,0.022952938,0.040122139,0.114812901,0.032867487,0.082225221,0.09560297,0.143498965,0.044383472,0.069209796,0.082328381,0.010375993,0.019091163,0.021517798,0.009322,0.136072755,0.074358666,0.050384704,0.111256251,0.036511982,0.029553727,0.191964833,0.032919937,0.011194526,0.004057136,0.092391711
Glutarylcarnitine,0,0.001193424,0.004628648,0.001626615,0.003615303,0.002375118,0.002914151,0.00274373,0.001873301,0.002144749,0.003362347,0.005652504,0.001177472,0.009098787,0.00819851,0.00213925,0.004568994,0.005056107,0.002851884,0.001377536,0.006309846,0.012766042,0.003702643,0.002879233,0.003726491,0.002699686,0.002018787,0.006383098,0.002054314,0.006484007,0.006894105,0.003142212,0.00677492,0.00290633,0.004888526,0.001462617,0.002594006
Glycerate,0.313754402,0.46049806,0.036282348,0.32759272,0.079599226,0.182940465,0.214963566,0.243499018,0.086894223,0.317255815,0.050248622,0.085699394,0.203607268,0.022025823,0.009137474,0.078756758,0.236349016,0.388179852,0.116633076,0.011446374,0.1988695,0.012329883,0.009921217,0.044531011,0.114872945,0.157910558,0.009595728,0.233258059,0.111230369,0.151830531,7.55E-04,0.108232835,0.092823,0.103662082,0.228334877,0.243389635,0.092104311
Glycerol,0.110122961,0.15690146,0.01331859,0.143564732,0.045893406,0.240267657,0.171377712,0.190082621,0.138051541,0.275193044,0.119847861,0.196784821,0.15414113,0.145064669,0.138385384,0.224544768,0.500148019,0.556409204,0.265995974,0.116054039,0.359463753,0.105590579,0.082144914,0.125324939,0.133704532,0.290212437,0.077694624,0.40893419,0.261096557,0.165716213,0.113194328,0.154687331,0.172845668,0.13166888,0.589927453,0.16712752,0.18383818
Glycerol 3-phosphate,0.001709671,0.003894152,0.00195826,0.001493483,0.003407758,0.007537002,0.004605307,0.008091246,8.26E-04,0.009084735,0.005021272,0.003525848,0.002915483,0.004118617,0.003498565,6.26E-04,0.001626565,0.005870455,6.85E-04,0.00248281,0.00111862,4.88E-05,0.002389991,9.19E-04,6.60E-04,0.00389848,0.001615772,0.003420137,0.003603698,0.008824812,0.001639556,4.95E-04,0.001942972,0.002368918,0.002053798,0.010060519,8.44E-04
Glycine,0.022675874,0.009599455,0.056474683,0.020337148,0.095621437,0.0156106,0.014207686,0.011967787,0.006849939,0.031093201,0.091769036,0.014039383,0.006684803,0.005837786,0.017482129,0.025068462,0.026550031,0.022429049,0.024822713,0.012699828,0.029309678,0.004693872,0.033268582,0.016403999,0.010293744,0.011371105,0.021792911,0.012058475,0.014735758,0.014765866,0.014895282,0.005187403,0.01480468,0.007044234,0.018338712,0.08394779,0.01261747
Glycochenodeoxycholate,0.021012274,0,0.035868811,0.018815962,0.0286234,0.034574751,0.013644429,0.010466818,0.00436166,0,0.032342858,0.015248607,0.084552709,0.051538222,0.013168295,0.016160427,0,0,0.712199883,0.012969487,0,0.029774844,0,0.018989816,0.010714321,0.018569897,0.026836576,0,0.013629025,0.026410499,0.022301013,0.007603844,0.211967306,0.023595615,0,0,0
Glycocholate,0.016548696,0.00779375,0.019253095,0.011175566,0.041896887,0.035562401,0.010788118,0.006957706,0.012682951,0,0.076185306,0,0.021011046,0.039422312,0.009907058,0.005263288,0.012110572,0.02253645,0.541467035,0.005463255,0.042007808,0.010346856,0.005148338,0.018272217,0.008141258,0.011667774,0.007803749,0.01254497,0,0,0.016168939,0.008983111,0.32591231,0.013508461,0.013784131,0.032970783,4.50E-04
Glycolate,1.365890088,1.166272535,2.178649051,1.15746132,0.274239732,0.733330102,0.537736044,0.597679309,0.515804759,2.605733701,0.3036017,0.482051508,0.541441071,0.339070207,0.335059414,0.631435469,1.31753492,1.513559865,0.814639593,0.298596481,1.260428029,0.393798545,0.252440439,0.293034502,0.354014674,0.771422504,0.227986703,1.129245536,0.795340371,0.560819153,0.339839677,0.573503741,0.413037383,0.419580658,1.220818303,1.278950608,0.401098328
GMP,8.80E-04,0,0,0,0,0.002023159,1.78E-04,0.008571839,7.86E-05,0.001100504,0.001146701,0.001341285,0.001149211,1.46E-04,0.001630031,0,0,0.001333717,0,2.69E-04,0,0,0.001295498,1.10E-04,0,0,0,6.95E-04,0.001667506,0.013523333,1.16E-04,4.52E-04,5.01E-04,0,4.03E-04,0.010771182,0
GPP,0,8.97E-04,0.001357986,0.001240108,0.002159464,0.008473239,0.001294313,0.004298963,4.58E-04,0,0.001878481,1.67E-04,0.003093199,0,0,0,0.002225102,0.002979184,1.90E-04,0,6.57E-04,2.93E-04,3.33E-04,0,0.003933784,3.47E-04,0,0.001230444,0.003953428,0.00224985,0.005101354,0.00333947,0.00144378,0.001477501,0.0016523,1.30E-04,3.80E-04
Guaiacol,0.002400657,0.00262292,0.001951207,0.111097476,0.003181302,0.016390384,0.001568836,0.00439573,0.010436614,0.003362087,6.20E-04,0.001940301,0.022136571,0.002209943,0.021708681,0.00127856,0.002623599,0.002901428,0.002047858,0.021099774,0.003416414,0.016570318,5.41E-04,0.023351855,0.00175061,0.017001981,0.001824142,0.002395338,0.001340285,0.001263857,0.002138997,0.001578026,0.001404076,0.011292019,0.001556911,0.001369975,3.64E-04
Guanidinoacetate,0.029740839,0.00718996,0.00327303,0.008072358,0.133093116,0.092697473,0.006267992,0.132668397,0.002883509,0.004748305,0.032481259,0.002467634,0.070268226,0.017435968,0.016007108,0.002249853,0.045172025,0.004099855,0.004107818,0.00479328,0.005516665,0.007093041,0.021003997,0.059696544,0.038570126,0.069720378,9.35E-04,0.004099158,0.001757964,0.001344728,0.02252793,0.013348406,0.015805183,0.006261988,0.002128473,0.381933999,8.99E-04
Guanidinosuccinic Acid,0.001809738,0.001813098,0.00138836,0.002172426,0.007292211,0.037140566,6.60E-04,0.010947806,0.012755734,0.001460524,0.003058002,0.003578961,7.73E-04,0.003118855,0.002001359,0.001300324,8.67E-04,0.013958511,0.002058107,0.007248242,0.003562707,0.006312526,0.002932606,0.001076236,0.001524624,0.008138864,0.001008979,0.016132058,0.001400337,6.37E-04,0.001226999,0.006533282,9.24E-04,0.008570138,0.00145915,0.00754414,0.001581224
Guanine,0.046770464,0.116637499,0.471076249,0.203299584,0.027791053,0.0907802,0.066141378,0.328848091,0.086716606,0.08194325,0.015344741,0.033399932,0.016455974,0.07664378,0.153580199,0.171543269,0.022006911,0.053776451,0.091277177,0.140875391,0.010186136,0.006514223,0.125750008,0.190526739,0.136753146,0.384328926,0.021392866,0.03480818,0.18127302,0.233847174,0.079589155,0.006891284,0.14932391,0.01348715,0.053645627,0.036895307,0.031767928
Guanosine,0.015254841,0.067661927,0.184778476,0.006715206,0.006281367,0.013340759,0.037373124,0.071021818,0.018124087,0.042147779,0.056983937,0.055023964,0.026234009,0.036399628,0.02491002,0.230143902,0.023340798,0.035074871,0.025117038,0.042785117,0.006875027,0.005723851,0.150790278,0.012922703,0.073565352,0.267786513,0.04232588,0.033694395,0.040432988,0.259400315,0.167494451,0.012176183,0.072743314,0.040950719,0.005552553,0.07445746,0.052972359
Gulonolactone,0.015252539,0.022147364,0.018077896,0.032829249,0.05233763,0.03036722,0.055095864,0.015367544,0.027086924,0.03136521,0.017715049,0.045789295,0.01877896,0.020448056,0.036678083,0.015588769,0.012586675,0.024780256,0.029145938,0.011893336,0.015559279,0.013938118,0.010954677,0.023507279,0.015373835,0.014148555,0.00982092,0.016152128,0.013950004,0.012482449,0.00917248,0.013194526,0.020704505,0.013539853,0.015973203,0.01000098,0.010648774
Heptanoic acid,1.657564534,0.454021426,1.764174354,0.557039888,0.073808587,0.213117484,0.218142761,0.208609077,0.158935653,1.231801386,0.076790002,0.125311254,0.149647393,0.048170208,0.045486365,0.172171888,1.283577834,1.549597005,0.287463692,0.073269619,0.311670228,0.079396374,0.082228698,0.041814883,0.096055743,0.208834041,0.236430655,0.381117499,2.041103094,1.820630292,0.045238619,0.202200287,0.1012905,0.085159481,1.02629231,1.737241243,0.076938746
Hexanoic acid,0.587166487,0.239732214,3.719644721,0.449240073,0.092426382,0.111224162,0.154354708,0.186922292,0.072792428,0.738409531,0.048442329,0.108646272,0.075554598,0.140395235,0.08374821,0.122563173,1.025503984,1.54058772,0.148445318,0.061161637,0.315831961,0.196447596,0.088004879,0.033024485,0.258606464,0.096880308,0.730401844,0.214047562,5.559266877,3.629068864,0.110019608,0.102648788,0.16767804,0.086212398,0.784811766,0.496932387,0.186618152
Hexanoyl carnitine,0.001113799,0,9.31E-04,0.00202771,0,0,0.00164977,0.001087897,0.001079953,0,0,8.53E-04,0,7.94E-04,0,0.001088264,0,0,0,0.001567617,0.004366171,0.001375465,0,0,7.94E-04,0,8.83E-04,0.001200822,0.001000217,0.001123638,0.003050972,0,0.001690643,7.40E-04,0.00160881,0,0
Hippurate,0.01082145,0.010443457,0.009954159,0.011754518,0.001955491,0.013850662,0.00772592,0.005195675,0.009198254,0.012602462,0.003860867,0.007162881,0.007847158,0.00757167,0.00570053,0.007218584,0.024010632,0.361875204,0.017554034,0.004269417,0.01748458,0.003783296,0.00566587,0.007799281,0.007145464,0.010667179,0.060375348,0.021265439,0.016739523,0.011461265,0.007544043,0.009594115,0.008598404,0.010256016,0.021971936,0.01189772,0.005325495
Histamine,0.005156627,0.086735219,0.052382292,0.007513416,0.017181312,0.010118543,0.248833635,0.82132705,0.078490509,0.003083925,0.007338405,0.004603035,0.005994821,0.585937112,0.01948689,0.141429677,0.001738555,0.019570826,0.017149156,0.293492268,0.121735253,0.003951826,1.204265045,0.007035758,0.001730607,0.092010763,0.595298613,0.02755489,0.019774748,0.002101863,0.222480935,0.011534032,0.004299035,0.142362573,0.001964827,0.002286011,0.001891561
Histidine,0.08915622,0.035295053,0.038978266,0.024409685,0.451916178,0.01196016,0.020947846,0.036758029,0.049656387,0.0341572,0.040419839,0.062298897,0.032189835,0.038576657,0.054307506,0.05451117,0.017905264,0.046874278,0.032576679,0.031946207,0.032526906,0.017184241,0.032924682,0.008678965,0.034072322,0.016919479,0.053914303,0.051392394,0.001845145,0.074705695,0.067126491,0.010243476,0.126902775,0.035462264,0.010337237,0.102921218,0.018405651
Homocysteine,0.001011446,0.00162909,8.05E-04,0.00146847,0.002112592,0.001975896,0.003407852,0.004113563,0.001540072,0.002675385,0.001184011,0.001322216,0.008619413,0.002877322,0.002251393,0.004923124,0.001465517,0.00203576,0.013762254,0.004212117,0.002518312,0.001100281,0.002410789,8.88E-04,0.002062084,0.001137001,0.001948189,0.001246325,6.26E-04,0.001823052,0.001560052,0.001573369,0.001838223,0.001396106,8.90E-04,0.00309936,6.73E-04
Homocysteine Thiolactone,0.003818847,0.001021319,4.52E-04,0.001467488,0.001045446,0.001309972,8.47E-04,9.51E-04,7.56E-04,0.004751668,4.75E-04,0,7.18E-04,7.89E-04,0,7.15E-04,0.002431853,0.002155955,0.001790447,8.40E-04,0,6.25E-04,6.03E-04,0,7.38E-04,0.001121717,0.001428866,0.00117445,0.001339955,0.002276721,0.001087618,0.002318087,0.001343253,0.001636337,0.001286271,0,6.00E-04
Homoserine,0.03554773,0.033956939,0.037795178,0.036153192,0.032541929,0.069676474,0.024845135,0.093070302,0.06312219,0.016831708,0.04742213,0.040645828,0.044642928,0.044690985,0.026207451,0.02589301,0.038181106,0.022616653,0.042841451,0.043396771,0.027983618,0.014616325,0.078293527,0.024220399,0.12538264,0.036173808,0.027078883,0.051714485,0.012082259,0.022785187,0.042552101,0.014582837,0.021597651,0.029965283,0.013539917,0.007104671,0.013588634
Hydroquinone,0.013602243,0.009570737,0.033742374,0.007625285,0.005790292,0.035565508,0.01577263,0.0187972,0.014636997,0.006942102,0.003346518,0.014122934,0.025089042,0.056456534,0.01325818,0.006436993,0.012850574,0.009757684,0.017757624,0.022093931,0.003772143,0.00456197,0.00778343,0.009240617,0.00144066,0.022065454,0.003644557,0.009340235,0.006077278,0.008227457,0.019835247,0.006538627,0.015056122,0.014424841,0.006933609,0.005027326,0.004013656
Hypotaurine,0.001011702,6.46E-04,7.29E-04,0.001770934,0.002697759,0.003995851,5.24E-04,0.003931293,0.00129574,0.00191619,6.14E-04,0.001155292,3.43E-04,0.001258904,8.13E-04,4.64E-04,7.87E-04,0.001596686,9.82E-04,0.002993503,9.58E-04,0.009914456,7.26E-04,5.27E-04,0.002600087,0.002812878,7.27E-04,0.003369774,5.22E-04,8.31E-04,2.69E-04,0.001409412,0.001116059,3.69E-04,0.001299211,0.025583591,5.27E-04
Hypoxanthine,0.853681305,0.933018028,7.896274365,3.375389994,0.629592624,0.799996474,1.135638358,2.043677636,1.80187796,0.760967726,0.390939175,1.705439804,0.518045469,1.861911839,1.277018899,2.004721353,2.512824332,1.261299888,2.819531045,0.995321605,0.929161688,0.482960479,2.06090719,0.861039735,1.217710047,1.409246697,1.340477372,1.993186397,1.740821526,1.90190843,2.011631638,0.592835328,2.545988242,1.292430932,1.046415688,1.689280595,0.833862314
Indole-3-Acetamide,0.002843897,8.63E-04,0.003677426,0,3.76E-04,0.001666536,0.003052677,0.00201326,0.001695016,0.00446294,9.84E-04,0.003506666,0.002378237,0.003269642,0.001989463,0.002377914,0.007189572,0.00697838,0.006209282,0.001259818,0.002599605,0.001753235,0.001241963,0.001005376,0.00176546,5.58E-04,9.12E-04,0.005921793,0.004469834,0.003103032,0.001654493,0.002876038,0.002279615,0.002088684,0.007667711,0.003837639,0.002607764
Indole-3-Acetate,0.037462702,0.003175115,0.061293231,0.001895769,0.001222332,0.001348543,0.008183352,0.001165272,0.006047034,0.005179744,0.001434655,0.018548209,0.037275295,0.007936351,0.004764359,0.004476594,0.003811267,0.007496255,0.009587866,0.012455232,0.009808244,0.120964149,0.015311263,0.013010584,0.002664113,0.00121599,0.504526129,0.004971905,0.003501615,0.010478314,0.004008819,0.017823952,0.03291456,0.009396795,0.004434092,0,0.002745137
Indole-3-Ethanol,0,0,0.002239828,0,2.51E-04,4.40E-04,0.002366909,0.001823318,0,0,0,0.004177182,0,0.001318305,0.001312154,0,0,0,0,5.08E-04,0,4.96E-04,4.80E-04,0,0,0,0,0.00221969,0,0.002208433,0.001405216,2.16E-04,0.009667144,0,0.003283319,0,0
Indole-3-Methyl Acetate,0.004993521,0.008657043,0.015339925,0.007929585,0.001997084,0.005529144,0.014905961,0.005531557,0.004731806,0.005830047,0.002492697,0.030700608,0.00973764,0.013867842,0.009438937,0.013429079,0.005833512,0.041163533,0.027981078,0.003016595,0.0081284,0.002824,0.004851979,0.006453144,0.006392078,0.004201708,0.003990159,0.01421342,0.004697688,0.028951086,0.007870331,0.003624593,0.008480909,0.001205017,0.02357364,0.002497334,0.00505445
Indole-3-Pyruvate,0.013555159,0.007787747,0.05035953,0.011304311,0.095128763,0.132436471,0.019453408,0.050055346,0.011726237,0.006598139,0.05548898,0.030655164,0.012733869,0.01732318,0.014331775,0.007023969,0.009482076,0.038839058,0.021911692,0.003207655,0.014758585,0.009088593,0.018320018,0.01039339,0.004826721,0.009213239,0.002989688,0.018906303,0.008029151,0.021911213,0.005965934,0.012555095,0.014799836,0.004494894,0.021528009,0.00898863,0.008310372
Indoxyl Sulfate,0,0.001095278,4.69E-04,0.002430016,5.75E-04,0,0.002407746,0.001943169,0,0.007271662,0.00126905,0,0,0,0,0,0,0,0,0,0,0.001788944,0.001432963,8.25E-04,0,4.01E-04,0,0,9.21E-04,0,0,0,0,0,0,0.002615647,0
Indoxyl-Glucoside,0.004318469,0.004792323,0.00645318,0.004292987,0.004255108,0.003677619,0.013235535,0.002909479,0.002442227,0,0.001574472,0.005381057,0.00549192,0.004454757,0.005863228,0.011722463,0.006404002,0.02176022,0.017403037,0.007664814,0.00509735,0.007539996,0.001766717,0.002531504,0.001742124,0.035414313,0.004071153,0.005464604,0.003508631,0.009967832,0.004761464,0.004541493,0.003660829,0.002031129,0.023067623,0,0.006975992
Inosine,0.05952589,0.209065203,0.470059892,0.01917311,0.012849265,0.030237212,0.172358996,0.067723405,0.021067159,0.132122501,0.103781986,0.230247987,0.043013474,0.090968538,0.037033678,0.289669459,0.05308321,0.077913812,0.071669626,0.066705717,0.021304843,0.020457696,0.102754329,0.008352824,0.112665518,0.284016912,0.199917871,0.189377385,0.07176305,0.305007006,0.326136464,0.047031302,0.211436174,0.240131782,0.007136503,0.182529203,0.115238578
Isoleucine,0.538705321,1.431047921,1.806684579,1.506639595,3.16727578,1.608326245,0.879931708,0.771199108,1.915355007,0.25815246,2.162642247,2.527118511,0.852268353,0.806035317,0.638509449,1.91500921,1.066252487,0.602111512,0.990250523,1.99829953,5.195225788,0.79255053,3.476228994,1.693980272,2.661386908,0.98690365,0.918279775,0.648902048,0.766935358,0.381787899,1.208623368,0.354412424,0.764764529,0.719718647,0.838474109,0.884607504,12.61348691
Itaconate,0.019556679,0.005302352,0.013389782,0.024314512,0.012334064,0.022453543,0.047830351,0.01312993,0.00825494,0.047405113,0.016526388,0.017273112,0.025580344,0.008234209,0.012164403,0.011077032,0.013518028,0.017416673,0.017015139,0.022870325,0.047391695,0.033658685,0.017964043,0.048015399,0.024625268,0.008017696,0.015124541,0.011937363,0.026424379,0.016346097,0.00599588,0.007809591,0.021094348,0.006721432,0.020066961,0.020089057,0.011310076
Kynurenate,0.02750594,0.005198865,0.01534741,0.011691292,0.003526248,0.003224061,0.015182191,0.006027331,0.00468337,0.010087875,0.002159071,0.021677645,0.0056324,0.005825842,0.012445067,0.028090083,0.026972078,0.009188133,0.012055552,0.006320983,0.016835085,0.027274862,0.00335275,0.003257307,0.013044536,0.012634591,0.008062547,0.013114152,0.051035535,0.018071281,0.006051146,0.01585858,0.005736861,0.005811402,0.010311798,0.001578219,0.007311425
Kynurenine,0.006105137,0.003389049,0.005069568,0.004614753,0.004901317,0.004226796,0.005352721,0.006048663,0.006993778,0.002840478,0.006002811,0.005723114,0.005209125,0.004165329,0.005015863,0.004415719,0.007560259,0.009889544,0.004808713,0.005945667,0.01165885,0.003377201,0.004329418,0.002079011,0.009326634,0.006854627,0.00364926,0.007769035,0.003177159,0.005341229,0.003425169,0.004743257,0.002765656,0.007943682,0.006319213,0.007436656,0.004169556
L-Dopa,0.003002168,0.002358937,0.003595655,0.002390673,6.51E-04,0.003523259,0.003058304,0.003204992,0.002057236,0.002639542,0.001295359,0.003550534,0.001592501,0.002161658,0.005089212,0.001801321,0.003531172,0.006779132,0.005117743,0.002540298,0.004683542,0.002427065,0.001732753,0.001999002,0.001514655,0.003196846,0.002218228,0.003178505,0.001663731,0.004263136,0.003440786,0.002111115,0.001842374,0.002332943,0.003249636,0.001257735,0.002259122
Lactose,0.002622787,0.004785955,0.003935699,0.003456834,0.002711902,0.001950709,0.005008031,0.006481386,0.002240662,4.53E-04,0.003785329,0.010499846,0.001972318,0.002535701,0.002979249,0.002140322,4.96E-04,8.98E-04,0.001958144,0.004878164,0.011537114,0.001938874,0.003467419,0.00221358,7.80E-04,0.005577901,0.001022379,0.001476555,0.001140295,0.002419146,0.00238687,0.033153004,0.002343676,0.002334738,9.90E-04,0.001289127,0.001257225
Lauroylcarnitine,0,0,0,0,0.041466606,0.012755231,0.014400435,0,0,0,0,0,0,0,0,0,0,0,0.012482643,0,0,0.003550468,0.008283164,0,0,0.016184615,0,0.023688593,0.011110349,0,0,0.013800335,0.012296397,0.01028231,0,0,0
Leucine,7.185150985,3.933805739,5.685742645,2.573573214,4.615725069,2.379156182,8.949732756,4.665754604,1.9291098,0.25815246,3.639061473,2.527118511,1.303469245,0.95177602,4.583359908,2.591300751,1.792934118,0.853045824,2.156111976,4.389623488,5.195225788,0.968397679,3.89006578,4.255021535,3.715898701,1.396317828,1.211707105,1.183667007,1.148374107,0.80058966,1.441577986,0.45429229,2.113589732,0.719718647,1.059831274,1.230989961,12.61348691
Lignoceric acid,0.020142489,0.015095676,0.01067664,0.013471988,9.69E-04,0.003710514,0.003655062,0.001315519,0,0.03301564,0,0,0.003286051,0,0,0.003157699,0.006103642,0.030823421,5.38E-04,0,0,0,0.005589674,6.21E-05,0,0,0,0.009331394,0.007887955,0,0,0.002116333,0,0.004722636,0.032855108,0.004094274,0.00349881
Linoleic acid,0.739857131,1.090622425,1.966097924,2.476579249,1.606813078,4.333314236,5.076529084,0.848319019,1.031609519,4.003354504,0.821388161,7.997672743,1.159753405,1.293820527,2.004034608,17.90792396,1.188497995,7.306530064,6.682971509,7.196940834,0.993799023,0.767783326,1.93468697,1.362811143,1.17753817,3.202049834,1.446026772,6.129218238,4.504223528,1.389856161,1.227807866,4.63958083,4.098105282,1.408810969,2.260526199,0.474510494,6.201191261
Linolenic acid,0.038989937,0.073307707,0.231653986,0.14090683,0.098941823,0.704163563,0.231178612,0.143009726,0.070953153,0.194150773,0.047486224,0.850893949,0.061630165,0.096515456,0.106364222,2.863887647,0.032276977,0.722611625,0.238746731,0.054738976,0.057390996,0.059788964,0.119357004,0.061258389,0.025645891,0.099214194,0.052837417,0.870743546,0.244175519,0.573010873,0.112157781,0.275260895,0.409810528,0.077485785,0.057870548,0.030066387,0.14136095
Lipoic acid,0.001970749,0.002318518,0.002767878,0.001795828,9.33E-04,0.002138163,0.001837119,0,0,0.002756711,8.49E-04,0,0,0,0.001645447,0.001593245,0.002781643,0.00514996,0.002513474,0,0.005319871,0,0,0.001112182,6.87E-04,0.007543705,0,0.003585368,0.001380175,0.001739949,0,0.001964304,0.001212979,0.002682489,0.003688228,0.001244693,0.001503852
Lithocholate,1.927896947,0.888888797,1.349699656,1.60363356,0,0.01367642,0.894973276,1.361166426,0.74963625,0.094247229,0.015033593,0.544133899,1.23328244,3.479931073,3.132489427,1.870153138,0.862509973,0.135542737,1.814646278,2.730754146,1.583614704,0.018296865,0.089008015,0.674380772,0.549852578,0.129887337,6.269634324,1.122442852,0.961712591,4.145185041,2.726939346,2.838521327,5.001624557,0.012847244,3.112415894,0.004942999,1.910494669
Lithocholyltaurine,0,0.011857102,0.008511801,0.014917864,0.010257716,0.016957983,0.02868211,0.013148119,0.010517971,0,0.006190662,0.013940446,0.014448663,0.009504729,0.009276373,0.010342371,0.00894705,0.020206431,0.019874644,0.013354841,0.028087744,0.031894391,0.004662115,0.015481058,0.008026462,0,0.032186204,0.02966609,0.01915109,0,0.029436125,0.007386512,0.020657758,0.016989302,0,0,0.030679974
Lumichrome,0.022737826,0.233501053,0.021218396,0.019263702,0.007855362,0.023861572,0.056813618,0.015061936,0.023298233,0.014568534,0.003195816,0.034918443,0.02246591,0.026932314,0.027372511,0.018798736,0.041446234,0.055488838,0.049499732,0.020081453,0.090327513,0.010721064,0.008950221,0.026804229,0.007039699,0.014776811,0.013719127,0.029362374,0.015476948,0.122459613,0.018682081,0.017024142,0.018153806,0.003340218,0.03322234,0.005495932,0.027100044
Lysine,0.775427185,0.160809049,0.945560994,0.982872182,0.942457671,0.51666439,0.500132125,0.210918951,0.680862282,0.229038704,0.875454217,0.982362542,0.173662946,0.46993941,0.641670387,0.966130773,0.254184134,0.317025029,0.882932732,0.226783726,0.533490805,1.161581871,0.197614603,3.492328996,1.338225681,1.185146305,0.550967865,0.727887183,0.572158124,0.487668828,0.34258032,0.528396706,0.661505183,0.569649653,0.341389447,0.232995424,0.654423588
Malate,0.244458058,0.586976505,0.606551965,0.579689209,0.339902767,0.399808192,0.406122327,1.353454435,0.684300981,0.632706056,0.378462393,0.602564385,0.347591799,0.431273509,1.027304807,0.645237337,0.5701093,0.502682303,1.009762848,0.405784962,0.824126019,0.381414943,0.38486821,0.628217802,0.499637731,0.917949683,0.443307477,0.583156277,0.354093341,0.247403064,0.794786342,0.328636975,0.487255038,0.74728234,0.649642671,0.794015169,0.720393708
Maleamate,9.74E-04,0.0013636,0.001050963,7.47E-04,6.16E-04,7.57E-04,0.001690214,8.81E-04,6.07E-04,0.001157321,3.88E-04,0.004488704,5.23E-04,5.30E-04,0.001306121,0.001405702,0.001110517,0.00154019,9.02E-04,0.001589116,0.002254093,7.73E-04,4.27E-04,3.78E-04,5.50E-04,0.001373495,8.32E-04,0.001289463,8.00E-04,0.001702576,6.04E-04,6.53E-04,4.21E-04,4.91E-04,0.001178468,5.59E-04,5.26E-04
Maleate,0.039876875,0.039240032,0.00369139,0.023913103,0.026528061,0.07486052,0.067108598,0.092478233,0.066026494,0.04908335,0.040677616,0.071961479,0.105894375,0.066676591,0.084114439,0.060357745,0.076606001,0.174899953,0.071163395,0.069481843,0.114027408,0.053979014,0.045871971,0.034215096,0.074580392,0.049517268,0.039217661,0.091845127,0.056667422,0.093107946,0.061358942,0.052843888,0.112519286,0.077892138,0.059156799,0.031466504,0.03909381
Maleimide,0.001753989,0.002934196,0.001939782,0.001678448,6.95E-04,6.48E-04,8.81E-04,7.57E-04,0.001288518,0.001901532,7.06E-04,0.001363942,9.18E-04,4.52E-04,0.001111388,9.18E-04,0.001065271,0.001690441,9.69E-04,5.55E-04,0.002827267,7.05E-04,7.14E-04,9.34E-04,0.002146824,7.56E-04,4.00E-04,0.001386796,7.58E-04,0.001562515,0.001409667,5.75E-04,7.07E-04,0.001200335,0.001416813,9.72E-04,0.001082473
Malonate,0.001680777,0.001763622,0.001569814,0.001340961,0.003660064,8.48E-04,8.81E-04,0.001420417,9.32E-04,0.002858469,0.003859647,7.16E-04,7.58E-04,7.86E-04,7.59E-04,5.24E-04,0.001040066,0.004869097,0.00108866,4.63E-04,0.001166811,0.00662099,0.001019972,4.63E-04,4.53E-04,0.001980158,3.40E-04,9.66E-04,7.94E-04,7.24E-04,4.52E-04,0.001365496,4.80E-04,6.35E-04,6.81E-04,0.001132367,3.34E-04
Mandelate,0.015511564,0.006227751,0.003388942,0.200629099,0.027199177,0.013141819,0.014830857,0.004755719,0.322889956,0.003178994,0.019162512,0.007696981,0.019367612,0.112701238,0.012875977,0.004256342,0.004059311,0.003794666,0.015042341,0.004234796,0.013700093,0.255102202,0.054844471,0.248878618,0.059155349,0.004054645,0.018277674,0.005888304,0.009507825,0.008933664,0.029396591,0.003547445,0.010826136,0.020522577,0.003969926,0.00187787,0.002179126
Mannitol,0.008876518,0.004013117,0.005144605,0.008785881,0.021032945,0.008413655,0.005702632,0.008416361,0.015687118,0.002480292,0.034400612,0.00914391,0.00865417,0.004594647,0.00577388,0.010260012,0.019988625,0.005780103,0.008033207,0.004986179,0.007923061,0.011848097,0.019146152,0.014883466,0.063983994,0.011361619,0.011365367,0.007968384,0.005083616,0.005799834,0.016337387,0.002315639,0.008567075,0.0071529,0.003092784,0.076306634,0.002925582
Melatonin,0.030290912,0.007266511,0.010623467,0.015938069,0,0.009808409,0.042576439,0.006597775,0.005742017,0.155806451,0.001244787,0.037300197,0.009536191,0.007068555,0.052170636,0.036307119,0.165467947,0.066480458,0.707321802,0.002457616,0.005364106,0.001726131,0.001395934,0.002248002,0.001153389,0.003147358,0.088935164,0.005448542,0.095205407,0.055634782,0.009571216,0,0.014888503,0.002191965,0.086565812,0,0.01360929
Mesaconic acid,0.005306824,0.003094809,0.004742281,0.005828653,0.003417408,0.005713251,0.008698098,0.003541867,0.003514764,0.013962199,0.005609689,0.003133395,0.006717693,0.003226819,0.00517,0.002771011,0.004665911,0.007309998,0.005998518,0.005965471,0.00948457,0.010504661,0.00469691,0.013143501,0.005012167,0.003626847,0.002374695,0.004826968,0.006149246,0.00309593,0.002849467,0.002885926,0.004626378,0.002433223,0.006568654,0.00562319,0.003667863
